SCHOOL_NUMBER,ELIGIBLE_TO_GRADUATE_COUNT,GRADUATED_COUNT,ELIGIBLE_GRADUATION_RATE_PCT,HONOURS_COUNT,HONOURS_PERCENT
1010006,26.5625,24.979166666666668,93.66666666666667,12.416666666666666,47.125
1010011,14.555555555555555,12.88888888888889,88.88888888888889,6.666666666666667,45.333333333333336
1919003,59.75,58.464285714285715,97.78571428571429,21.410714285714285,35.785714285714285
2009010,83.05263157894737,79.82456140350877,95.84210526315789,36.08771929824562,42.824561403508774
2011012,99.56451612903226,97.38709677419355,97.14516129032258,45.17741935483871,42.564516129032256
2011014,46.57142857142857,45.91428571428571,98.48571428571428,25.457142857142856,54.77142857142857
2222007,90.45,86.71666666666667,95.85,43.56666666666667,44.56666666666667
2222017,120.56666666666666,116.4,96.1,60.25,47.86666666666667
2222022,105.44,103.38,97.9,63.08,60.14
2222025,100.86666666666666,99.53333333333333,98.63333333333334,47.2,44.5
2222027,44.49122807017544,42.666666666666664,95.6842105263158,17.719298245614034,39.8421052631579
2296261,18.69047619047619,18.61904761904762,99.28571428571429,8.69047619047619,46.80952380952381
2299151,12.75,12.0,94.5,3.75,29.75
2323000,14.75,14.75,100.0,2.0,14.25
2323005,15.676470588235293,14.5,92.61764705882354,3.0588235294117645,18.235294117647058
2323028,101.64444444444445,100.15555555555555,98.6,46.644444444444446,43.48888888888889
2323044,226.25714285714287,219.54285714285714,96.57142857142857,99.71428571428571,38.05714285714286
2323051,256.3382352941176,252.5441176470588,98.55882352941177,119.76470588235294,41.588235294117645
2323059,144.02439024390245,143.3658536585366,99.51219512195122,90.39024390243902,62.048780487804876
2323076,305.3768115942029,297.07246376811594,96.72463768115942,159.65217391304347,45.608695652173914
2323080,82.46153846153847,81.84615384615384,98.92307692307692,43.23076923076923,49.30769230769231
2323081,131.33333333333334,130.25,98.58333333333333,103.83333333333333,75.25
2396013,37.32,37.08,99.38,24.96,65.98
2396023,13.333333333333334,12.555555555555555,94.22222222222223,5.111111111111111,35.77777777777778
2396281,47.36734693877551,47.04081632653061,99.36734693877551,34.55102040816327,73.40816326530613
2396479,18.25581395348837,17.627906976744185,96.06976744186046,10.325581395348838,55.74418604651163
2396676,13.75,13.75,100.0,7.0,48.75
2396738,62.08163265306123,52.44897959183673,83.6734693877551,29.93877551020408,48.0
2396825,23.076923076923077,23.076923076923077,100.0,20.153846153846153,87.6923076923077
2399159,12.11111111111111,8.444444444444445,70.66666666666667,2.0,17.0
2727000,18.695652173913043,13.0,73.0,1.608695652173913,9.826086956521738
2727047,83.37209302325581,74.90697674418605,89.06976744186046,28.069767441860463,30.627906976744185
2727056,81.83333333333333,78.63333333333334,95.76666666666667,26.333333333333332,30.316666666666666
2727069,55.266666666666666,47.75555555555555,84.11111111111111,20.42222222222222,32.86666666666667
2727072,116.0,105.52380952380952,88.80952380952381,46.857142857142854,34.476190476190474
2796177,11.0,11.0,100.0,5.0,45.0
2796263,11.727272727272727,11.727272727272727,100.0,5.0,42.54545454545455
2799060,18.25,15.5,84.5,3.5,19.5
2799094,13.166666666666666,8.166666666666666,61.833333333333336,2.0,15.166666666666666
2828004,105.94736842105263,100.21052631578948,94.26315789473684,47.8421052631579,42.1578947368421
2828034,128.0909090909091,121.98484848484848,95.07575757575758,54.333333333333336,37.166666666666664
2899005,11.0,11.0,100.0,0.0,0.0
3333000,12.125,9.75,79.5,1.375,13.5
3333012,167.25714285714287,154.87142857142857,91.52857142857142,62.42857142857143,32.214285714285715
3333018,228.18309859154928,215.66197183098592,94.32394366197182,104.15492957746478,40.91549295774648
3333043,89.28571428571429,80.95918367346938,89.18367346938776,32.44897959183673,32.48979591836735
3396181,21.068181818181817,20.613636363636363,97.54545454545455,10.181818181818182,48.95454545454545
3396209,20.4,20.4,100.0,16.333333333333332,79.88888888888889
3396251,21.836734693877553,21.755102040816325,99.71428571428571,12.816326530612244,59.0
3396354,17.837209302325583,17.511627906976745,98.25581395348837,9.790697674418604,53.627906976744185
3398003,69.58490566037736,40.64150943396226,58.62264150943396,12.547169811320755,17.90566037735849
3399056,15.8,15.133333333333333,95.73333333333333,1.9333333333333333,14.133333333333333
3434000,13.869565217391305,11.478260869565217,82.47826086956522,1.173913043478261,8.652173913043478
3434022,148.56521739130434,141.69565217391303,95.02898550724638,54.47826086956522,31.82608695652174
3434038,169.4179104477612,164.53731343283582,96.58208955223881,97.86567164179104,53.014925373134325
3434041,192.4927536231884,185.8985507246377,95.82608695652173,100.33333333333333,46.17391304347826
3434052,119.46031746031746,113.93650793650794,94.52380952380952,56.682539682539684,42.06349206349206
3434054,132.4,127.52307692307693,96.23076923076923,63.16923076923077,42.86153846153846
3434061,76.82,72.7,94.36,38.8,49.0
3434062,30.0,28.4,94.6,9.2,31.0
3434064,26.5,25.833333333333332,97.91666666666667,11.333333333333334,40.625
3496020,121.68,120.56,99.04,77.48,63.88
3496069,60.14,59.18,98.3,35.72,58.2
3496425,16.4,16.2,98.0,11.8,73.66666666666667
3496595,53.72,52.44,97.64,36.78,67.06
3496607,11.5,11.5,100.0,10.0,85.0
3499055,16.058823529411764,15.235294117647058,94.70588235294117,2.1470588235294117,14.647058823529411
3499101,20.727272727272727,15.795454545454545,78.31818181818181,4.613636363636363,23.318181818181817
3535007,11.5,11.0,96.0,0.21428571428571427,2.142857142857143
3535019,109.55223880597015,102.19402985074628,92.46268656716418,37.32835820895522,31.044776119402986
3535020,102.6984126984127,93.95238095238095,91.19047619047619,36.19047619047619,31.92063492063492
3535029,80.95,79.0,97.2,49.3,59.8
3535031,76.2,64.3,84.0,19.2,25.8
3535034,101.68253968253968,95.3015873015873,93.01587301587301,40.53968253968254,37.04761904761905
3535036,121.96969696969697,117.0909090909091,95.37878787878788,46.56060606060606,33.5
3535041,115.8135593220339,112.86440677966101,97.15254237288136,56.932203389830505,45.067796610169495
3535050,192.07142857142858,186.37142857142857,96.01428571428572,93.28571428571429,41.91428571428571
3535056,71.22222222222223,69.73333333333333,97.93333333333334,42.577777777777776,58.888888888888886
3535060,77.28125,75.40625,97.21875,49.3125,62.25
3596061,20.142857142857142,18.642857142857142,93.38095238095238,11.595238095238095,59.69047619047619
3596289,41.02,40.78,99.5,21.12,51.78
3596311,55.5,54.88,98.82,33.38,60.18
3596376,10.571428571428571,10.571428571428571,100.0,6.714285714285714,63.714285714285715
3596631,10.0,8.0,80.0,1.0,10.0
3599050,21.5609756097561,15.634146341463415,71.29268292682927,1.5121951219512195,7.512195121951219
3599092,16.166666666666668,12.583333333333334,76.58333333333333,1.0,5.25
3599168,24.068181818181817,14.295454545454545,59.86363636363637,1.7272727272727273,7.409090909090909
3599173,14.444444444444445,10.5,71.55555555555556,0.4444444444444444,3.1666666666666665
3599201,14.666666666666666,11.0,75.0,0.0,0.0
3599202,11.666666666666666,9.0,77.5,0.5,5.0
3636000,54.16,37.42,70.02,2.86,5.5
3636022,153.20634920634922,142.74603174603175,92.23809523809524,67.15873015873017,39.6031746031746
3636028,187.50877192982455,179.4561403508772,95.57894736842105,97.19298245614036,48.01754385964912
3636041,170.6060606060606,161.03030303030303,93.72727272727273,74.6969696969697,38.984848484848484
3636045,158.0151515151515,150.77272727272728,95.18181818181819,85.4090909090909,49.28787878787879
3636047,108.64102564102564,103.52564102564102,94.02564102564102,45.666666666666664,35.11538461538461
3636049,190.95384615384614,183.52307692307693,95.0923076923077,120.6,59.49230769230769
3636079,127.89855072463769,115.78260869565217,88.1304347826087,51.98550724637681,34.56521739130435
3636105,197.42424242424244,187.63636363636363,94.06060606060606,99.75757575757575,44.39393939393939
3636106,120.47058823529412,110.73529411764706,91.04411764705883,47.30882352941177,33.8235294117647
3636114,166.79365079365078,160.73015873015873,95.96825396825396,78.76190476190476,42.333333333333336
3636141,175.77777777777777,167.87301587301587,95.01587301587301,104.92063492063492,55.34920634920635
3636150,165.89830508474577,157.94915254237287,94.05084745762711,89.67796610169492,50.52542372881356
3636156,162.88524590163934,158.327868852459,96.42622950819673,99.67213114754098,57.704918032786885
3636164,156.98076923076923,148.1346153846154,94.1923076923077,72.11538461538461,44.36538461538461
3636167,153.34848484848484,146.71212121212122,94.45454545454545,79.03030303030303,48.22727272727273
3636175,155.9,144.88333333333333,91.33333333333333,65.7,38.266666666666666
3636232,187.58333333333334,179.83333333333334,95.72916666666667,92.8125,45.520833333333336
3636246,196.03571428571428,186.41071428571428,94.51785714285714,83.51785714285714,40.982142857142854
3636248,137.18309859154928,127.40845070422536,91.70422535211267,62.87323943661972,38.816901408450704
3696015,76.3,75.7,99.2,42.4,55.45
3696048,15.058823529411764,15.058823529411764,100.0,12.558823529411764,82.70588235294117
3696166,114.94,112.8,98.18,69.3,60.54
3696266,73.96666666666667,73.3,99.16666666666667,47.0,63.7
3696309,24.551020408163264,24.142857142857142,98.46938775510205,18.775510204081634,77.3265306122449
3696394,90.23529411764706,89.84313725490196,99.50980392156863,70.13725490196079,77.09803921568627
3696476,32.9,32.34,98.48,17.12,49.46
3696585,14.0,14.0,100.0,13.0,93.0
3696610,52.577777777777776,52.4,99.68888888888888,45.4,86.2
3696669,52.8,52.8,100.0,46.4,87.8
3696720,33.357142857142854,26.30952380952381,82.35714285714286,19.428571428571427,60.595238095238095
3696830,14.285714285714286,10.428571428571429,73.0,2.4285714285714284,15.714285714285714
3699057,16.25,13.555555555555555,82.83333333333333,1.3055555555555556,7.888888888888889
3699059,12.285714285714286,10.714285714285714,87.47619047619048,1.1428571428571428,9.285714285714286
3699062,14.91304347826087,12.782608695652174,85.08695652173913,1.3043478260869565,8.434782608695652
3699064,15.444444444444445,14.0,90.11111111111111,1.9444444444444444,12.833333333333334
3699121,18.78048780487805,14.390243902439025,75.6829268292683,0.7073170731707317,3.658536585365854
3699142,114.2,67.89090909090909,61.054545454545455,16.927272727272726,15.254545454545454
3737000,16.375,10.791666666666666,66.83333333333333,0.8333333333333334,5.208333333333333
3737003,170.14285714285714,165.63492063492063,96.6984126984127,70.60317460317461,37.15873015873016
3737012,135.17460317460316,126.25396825396825,92.03174603174604,45.714285714285715,29.61904761904762
3737021,73.13846153846154,69.83076923076923,94.07692307692308,27.153846153846153,32.0
3737034,88.89090909090909,85.41818181818182,95.63636363636364,36.29090909090909,38.10909090909091
3737037,161.65,156.83333333333334,96.58333333333333,77.13333333333334,43.7
3737038,93.58333333333333,91.16666666666667,96.31666666666666,34.61666666666667,33.35
3737040,164.3728813559322,157.23728813559322,95.32203389830508,82.2542372881356,46.57627118644068
3796694,27.80851063829787,27.638297872340427,99.36170212765957,21.382978723404257,75.87234042553192
3799170,17.0,9.409090909090908,57.72727272727273,0.5,3.0454545454545454
3838000,45.83673469387755,36.285714285714285,77.93877551020408,3.5510204081632653,8.938775510204081
3838024,90.46551724137932,86.01724137931035,94.58620689655173,44.241379310344826,47.741379310344826
3838031,91.88709677419355,86.0,92.03225806451613,39.96774193548387,41.87096774193548
3838033,133.26315789473685,129.87719298245614,97.0701754385965,83.47368421052632,61.578947368421055
3838042,156.65,149.91666666666666,95.1,91.71666666666667,56.56666666666667
3838044,119.88524590163935,110.11475409836065,90.04918032786885,50.19672131147541,38.49180327868852
3838045,166.2295081967213,159.0327868852459,95.01639344262296,103.49180327868852,60.131147540983605
3838058,109.77777777777777,103.29629629629629,93.37037037037037,50.51851851851852,44.870370370370374
3838062,158.0754716981132,152.81132075471697,96.84905660377359,86.75471698113208,53.18867924528302
3838064,91.92592592592592,86.96296296296296,94.0,50.2962962962963,51.851851851851855
3838065,166.26666666666668,161.7,96.83333333333333,113.53333333333333,67.05
3896178,45.48,44.76,98.18,32.22,69.06
3896889,16.5,10.0,60.25,3.75,22.75
3899175,11.555555555555555,7.555555555555555,66.55555555555556,1.3333333333333333,12.666666666666666
3939000,251.7058823529412,212.0392156862745,83.76470588235294,38.372549019607845,15.549019607843137
3939001,65.32,59.9,91.56,30.08,46.16
3939003,157.33333333333334,152.26666666666668,96.16666666666667,103.13333333333334,58.75
3939004,68.06060606060606,62.621212121212125,90.75757575757575,30.363636363636363,37.36363636363637
3939006,169.1639344262295,161.55737704918033,94.75409836065573,98.78688524590164,53.9344262295082
3939007,118.98245614035088,110.80701754385964,92.08771929824562,43.50877192982456,33.64912280701754
3939008,150.234375,148.203125,98.421875,108.40625,66.765625
3939010,113.80357142857143,108.17857142857143,94.625,60.67857142857143,49.785714285714285
3939011,164.66153846153847,155.66153846153847,93.07692307692308,83.46153846153847,42.276923076923076
3939012,156.36065573770492,151.45901639344262,96.24590163934427,106.09836065573771,60.950819672131146
3939014,144.73214285714286,138.25,95.76785714285714,78.26785714285714,51.142857142857146
3939015,275.52542372881356,266.3728813559322,96.52542372881356,183.71186440677965,61.0
3939016,225.26666666666668,210.0,91.3,119.53333333333333,47.233333333333334
3939017,109.21428571428571,103.67857142857143,94.375,59.82142857142857,51.607142857142854
3939018,207.28813559322035,198.0,95.2542372881356,99.13559322033899,42.91525423728814
3939019,154.0,150.5,97.85,113.5,68.0
3939020,134.67241379310346,126.27586206896552,92.75862068965517,53.48275862068966,36.86206896551724
3939022,181.1290322580645,170.1290322580645,92.95161290322581,106.64516129032258,52.70967741935484
3939024,92.8,90.66,97.64,71.78,77.16
3995051,16.166666666666668,16.083333333333332,99.33333333333333,15.722222222222221,96.72222222222223
3996002,156.525,156.325,99.8,144.025,92.0
3996004,88.375,88.375,100.0,85.475,96.7
3996007,148.66666666666666,148.0,99.52380952380952,105.57142857142857,70.33333333333333
3996011,56.476190476190474,56.476190476190474,100.0,53.523809523809526,94.85714285714286
3996019,91.725,91.725,100.0,86.225,93.9
3996022,87.64,86.76,98.9,45.72,51.86
3996030,78.74,78.74,100.0,54.16,68.06
3996319,11.0,9.666666666666666,88.33333333333333,2.6666666666666665,24.333333333333332
3996332,18.767441860465116,18.674418604651162,99.46511627906976,6.8604651162790695,36.16279069767442
3996435,29.897959183673468,29.653061224489797,99.20408163265306,23.387755102040817,77.44897959183673
3996451,26.8125,26.5625,98.77083333333333,20.1875,76.35416666666667
3996497,28.0,24.0,85.6,4.0,15.8
3996527,29.093023255813954,24.53488372093023,86.65116279069767,6.325581395348837,17.837209302325583
3996538,15.0,13.75,91.5,9.333333333333334,60.666666666666664
3996601,10.0,9.0,90.0,2.5,25.0
3996645,53.28,53.2,99.82,47.78,89.38
3996659,52.52,46.92,89.92,9.98,20.48
3996692,22.96,22.96,100.0,22.08,96.36
3996721,24.17391304347826,17.652173913043477,72.73913043478261,12.08695652173913,50.34782608695652
3996724,12.0,11.333333333333334,94.66666666666667,8.333333333333334,69.0
3996732,10.0,9.0,90.0,9.0,90.0
3996733,21.11627906976744,18.697674418604652,88.88372093023256,5.767441860465116,27.325581395348838
3996845,14.333333333333334,13.833333333333334,96.0,4.0,28.333333333333332
3996870,17.75,17.0,96.25,8.25,47.5
3996895,15.5,11.75,75.25,5.25,33.0
3998004,73.22,58.04,80.66,16.4,23.1
3999224,12.714285714285714,11.571428571428571,91.71428571428571,2.4285714285714284,18.142857142857142
4040000,18.105263157894736,15.052631578947368,84.47368421052632,2.473684210526316,13.736842105263158
4040008,239.2112676056338,233.40845070422534,97.95774647887323,110.30985915492958,39.690140845070424
4096707,11.454545454545455,10.909090909090908,95.0909090909091,1.4545454545454546,13.181818181818182
4096862,18.3,16.9,92.4,11.8,66.0
4099124,16.48,15.92,97.0,1.84,10.52
4099126,12.6,11.8,93.86666666666666,1.8,14.4
4099185,11.916666666666666,11.916666666666666,100.0,1.75,14.833333333333334
4141000,23.977777777777778,21.22222222222222,87.75555555555556,2.888888888888889,11.533333333333333
4141001,201.1153846153846,189.8653846153846,93.86538461538461,107.01923076923077,52.67307692307692
4141002,292.9824561403509,282.42105263157896,95.52631578947368,192.56140350877192,61.175438596491226
4141005,111.41509433962264,104.81132075471699,93.81132075471699,57.24528301886792,49.9622641509434
4141007,96.04,89.82,93.56,46.34,48.88
4141011,190.32692307692307,182.19230769230768,95.86538461538461,119.5576923076923,60.88461538461539
4141062,225.59259259259258,210.59259259259258,92.29629629629629,131.0,56.148148148148145
4141063,164.57142857142858,155.89285714285714,94.66071428571429,89.60714285714286,51.660714285714285
4141066,25.825,20.05,79.7,1.85,7.425
4141068,146.9056603773585,135.18867924528303,91.45283018867924,70.64150943396227,46.9811320754717
4196031,102.6,102.12,99.42,77.44,75.24
4196169,18.571428571428573,18.178571428571427,97.71428571428571,10.964285714285714,57.214285714285715
4196766,29.354166666666668,28.604166666666668,97.6875,19.0,64.9375
4199145,19.789473684210527,17.789473684210527,89.63157894736842,5.2368421052631575,24.842105263157894
4199196,14.0,9.0,64.0,0.0,0.0
4199303,19.0,14.0,73.5,3.5,18.0
4242000,16.62162162162162,11.405405405405405,67.89189189189189,1.4324324324324325,9.432432432432432
4242001,139.77611940298507,135.07462686567163,95.73134328358209,66.59701492537313,41.83582089552239
4242002,99.01538461538462,92.15384615384616,92.61538461538461,36.738461538461536,33.61538461538461
4242003,113.2280701754386,109.75438596491227,96.6140350877193,51.40350877192982,43.01754385964912
4242004,102.61290322580645,98.14516129032258,95.7741935483871,28.258064516129032,26.225806451612904
4242026,10.0,8.0,80.0,0.5,5.0
4242028,12.6,9.466666666666667,75.13333333333334,1.3333333333333333,9.866666666666667
4242038,118.05263157894737,111.9298245614035,94.47368421052632,62.96491228070175,50.24561403508772
4242045,105.83076923076923,100.9076923076923,94.73846153846154,37.52307692307692,31.661538461538463
4296099,17.70731707317073,17.70731707317073,100.0,10.0,55.65853658536585
4296400,28.65,28.55,99.725,25.05,86.25
4296673,26.4,26.4,100.0,19.6,73.9
4299153,36.55769230769231,32.65384615384615,89.46153846153847,1.8846153846153846,5.384615384615385
4299154,13.318181818181818,6.363636363636363,47.36363636363637,0.5,4.090909090909091
4343000,23.26923076923077,21.384615384615383,92.65384615384616,1.6538461538461537,7.6923076923076925
4343030,12.0,12.0,100.0,10.0,83.0
4343060,28.67924528301887,26.11320754716981,90.56603773584905,2.188679245283019,7.849056603773585
4343076,198.90277777777777,186.875,91.70833333333333,96.09722222222223,42.708333333333336
4343080,189.875,182.265625,95.953125,98.859375,45.90625
4343088,188.6153846153846,178.13846153846154,93.32307692307693,106.16923076923077,48.92307692307692
4343125,198.21311475409837,187.21311475409837,94.1311475409836,110.77049180327869,50.81967213114754
4343127,190.23809523809524,185.46031746031747,97.06349206349206,109.01587301587301,54.65079365079365
4343130,205.65151515151516,195.74242424242425,93.51515151515152,124.93939393939394,54.43939393939394
4343132,172.8,165.70666666666668,94.58666666666667,77.26666666666667,38.77333333333333
4343136,212.44736842105263,204.51315789473685,95.67105263157895,89.51315789473684,35.73684210526316
4396349,24.574468085106382,16.851063829787233,68.40425531914893,2.6382978723404253,10.27659574468085
4396579,14.206896551724139,13.03448275862069,91.86206896551724,7.413793103448276,54.172413793103445
4396588,12.272727272727273,12.0,97.81818181818181,9.181818181818182,75.27272727272727
4396629,102.46,102.0,99.48,65.26,63.96
