SCHOOL_NUMBER,ELIGIBLE_TO_GRAD_COUNT,GRAD_COUNT,GRADUATION_RATE,HONOURS_GRAD_COUNT,HONOURS_GRADUATION_RATE,Unnamed: 0,MINCODE,DISTRICT_NUMBER_x,NUM_OF_SCHOOLS_IN_DATA_LEVEL,TOTAL_CLASSES,CLASSES_WITH_ED_ASSIST,TOTAL_CLASSES_GREATER_30,AVG_CLASS_SIZE_K,AVG_CLASS_SIZE_1_3,AVG_CLASS_SIZE_4_7,AVG_CLASS_SIZE_8_12,DISTRICT_NUMBER_y,GRADE_8,GRADE_9,GRADE_10,GRADE_11,GRADE_12
6161024,176.49295774647888,166.91549295774647,93.92957746478874,113.7605633802817,60.94366197183098,1035,6161024,61.0,1,378.76923076923083,60.615384615384606,18.705468949655,18.04641057474624,20.101066897347074,24.568234505862414,25.27692307692308,61.0,1943.0,27620.0,29242.0,29585.0,24583.0
6161048,86.08974358974359,79.1794871794872,91.06410256410255,40.756410256410255,42.615384615384606,1050,6161048,61.0,1,126.23076923076924,26.156352849974237,4.936238180424226,18.04641057474624,20.101066897347074,24.568234505862414,22.92307692307693,61.0,6.0,8142.0,8347.0,9908.0,7428.0
6161049,152.02469135802468,144.23456790123456,94.17283950617285,94.80246913580248,58.77777777777778,1051,6161049,61.0,1,179.53846153846158,26.153846153846153,11.89879887554306,18.04641057474624,20.101066897347074,24.568234505862414,26.407692307692308,61.0,1.0,13257.0,14750.0,14953.0,14162.0
6161057,135.425,127.1125,93.35,81.5375,55.675,1056,6161057,61.0,1,179.0,30.92809031533309,11.641707130079222,18.04641057474624,20.101066897347074,24.568234505862414,24.69230769230769,61.0,0.0,13253.0,13446.0,13559.0,11995.0
6161063,156.98809523809524,148.28571428571428,93.48809523809523,73.80952380952381,41.98809523809524,1059,6161063,61.0,1,200.0769230769231,37.69481438843577,6.307692307692308,18.04641057474624,20.101066897347074,24.568234505862414,24.3,61.0,0.0,14015.0,15241.0,14834.0,13632.0
6161064,107.015625,101.4375,94.71875,60.734375,57.203125,1060,6161064,61.0,1,115.69230769230771,17.31019900382039,7.705468949654996,18.04641057474624,20.101066897347074,24.568234505862414,23.500000000000004,61.0,0.0,6618.0,7894.0,8712.0,9009.0
6262013,209.04651162790694,193.10465116279067,91.36046511627909,91.11627906976744,39.55813953488372,1073,6262013,62.0,1,240.0769230769231,40.384615384615394,20.34717607973422,18.04641057474624,20.101066897347074,24.568234505862414,23.815384615384612,62.0,0.0,4539.0,21262.0,21754.0,19249.0
6262033,80.69230769230771,74.6794871794872,91.84615384615385,30.91025641025641,36.07692307692308,1087,6262033,62.0,1,123.3846153846154,20.69230769230769,8.744952721696908,18.04641057474624,20.101066897347074,24.568234505862414,22.73076923076923,62.0,0.0,7834.0,8722.0,9147.0,7453.0
6262038,110.28571428571428,103.57142857142857,94.38095238095238,64.80952380952381,54.57142857142857,1092,6262038,62.0,1,163.25,23.75,6.542774086378738,18.046410574746247,20.101066897347078,24.568234505862414,23.55,62.0,0.0,2854.0,2892.0,2622.0,2430.0
6363020,127.8395061728395,118.8641975308642,91.11111111111113,72.4074074074074,49.39506172839506,1103,6363020,63.0,1,166.9230769230769,36.92307692307692,19.53846153846154,18.04641057474624,20.101066897347074,24.568234505862414,25.19230769230769,63.0,0.0,13260.0,12916.0,13804.0,10867.0
6363021,172.27027027027023,163.85135135135138,94.29729729729729,99.14864864864865,52.37837837837838,1104,6363021,63.0,1,172.9230769230769,27.923076923076927,19.30769230769231,18.04641057474624,20.101066897347074,24.909139543873,25.830769230769228,63.0,8.0,13002.0,14231.0,14690.0,11225.0
6363022,104.84057971014492,100.44927536231884,95.3623188405797,54.594202898550726,50.68115942028985,1105,6363022,63.0,1,105.0,31.07692307692308,11.384615384615385,18.04641057474624,20.101066897347074,24.568234505862414,24.715384615384608,63.0,9.0,7571.0,8121.0,9047.0,6650.0
6464010,82.66666666666667,77.0,92.57971014492752,46.28985507246377,54.57971014492754,1117,6464010,64.0,1,143.23076923076925,39.69732108456385,10.78443649373882,18.04641057474624,20.101066897347074,24.568234505862414,22.30769230769231,64.0,9.0,8207.0,9701.0,10201.0,8772.0
6715002,166.18072289156626,162.51807228915663,97.13253012048193,84.09638554216869,45.02409638554217,1120,6715002,67.0,1,239.0769230769231,47.615384615384606,9.320853565039613,18.04641057474624,20.101066897347074,24.568234505862414,25.27692307692307,67.0,0.0,20310.0,20478.0,18062.0,14172.0
6715008,81.42857142857143,79.98701298701299,98.012987012987,40.4025974025974,44.90909090909091,1126,6715008,67.0,1,111.15384615384615,33.46153846153846,6.5647840531561465,18.04641057474624,20.101066897347074,24.568234505862414,24.52307692307692,67.0,1.0,9983.0,9741.0,7749.0,5401.0
6777002,79.15277777777777,76.70833333333333,96.54166666666669,40.458333333333336,48.41666666666666,1135,6777002,67.0,1,88.23076923076924,26.23076923076923,3.5516227958088424,18.04641057474624,20.101066897347074,24.568234505862414,23.4,67.0,0.0,7045.0,6795.0,6276.0,4969.0
6868001,102.1917808219178,95.38356164383562,92.24657534246576,53.75342465753425,48.41095890410959,1138,6868001,68.0,1,188.6923076923077,26.23076923076923,6.09008433427038,18.04641057474624,20.101066897347074,24.568234505862414,25.51538461538461,68.0,10496.0,10803.0,9986.0,10712.0,7617.0
6868002,75.30555555555556,71.93055555555556,95.05555555555556,35.986111111111114,45.79166666666666,1139,6868002,68.0,1,116.76923076923076,22.384615384615387,8.628545872731921,18.04641057474624,20.101066897347074,24.70144723618069,24.961538461538463,68.0,6634.0,7092.0,6124.0,6571.0,5288.0
6868007,47.75471698113208,45.79245283018867,95.811320754717,19.18867924528302,40.77358490566038,1140,6868007,68.0,1,73.63636363636364,17.818181818181817,7.2129266082754455,18.046410574746247,20.101066897347074,24.568234505862414,23.527272727272724,68.0,3653.0,3764.0,3095.0,3003.0,2252.0
6868010,161.6081081081081,157.17567567567568,96.20270270270271,97.72972972972971,57.33783783783784,1142,6868010,68.0,1,231.84615384615384,38.38712208074347,8.090084334270381,18.04641057474624,20.101066897347074,24.568234505862414,26.28461538461539,68.0,15379.0,14033.0,12956.0,13791.0,10546.0
6868011,60.694444444444436,54.805555555555564,89.40277777777777,22.20833333333333,35.430555555555564,1143,6868011,68.0,1,122.23076923076924,38.07692307692308,11.949399437771527,18.04641057474624,20.101066897347074,24.568234505862414,24.6,68.0,6987.0,7204.0,6109.0,6676.0,4775.0
6868013,75.6,71.50909090909092,93.27272727272728,37.4,47.74545454545454,1144,6868013,68.0,1,103.0,18.0,9.4,18.046410574746247,20.101066897347074,24.568234505862414,25.6,68.0,5484.0,5229.0,4348.0,5100.0,3702.0
6868015,104.97260273972604,101.45205479452056,95.53424657534245,55.78082191780822,51.24657534246575,1145,6868015,68.0,1,161.53846153846158,32.153846153846146,7.9230769230769225,18.04641057474624,20.101066897347074,24.568234505862414,26.238461538461536,68.0,8811.0,9191.0,7875.0,8752.0,6651.0
6969012,118.57894736842104,112.92105263157896,94.60526315789473,51.97368421052632,41.14473684210526,1181,6969012,69.0,1,166.23076923076925,33.53846153846154,12.769230769230768,18.04641057474624,20.101066897347074,24.568234505862414,24.74615384615384,69.0,5878.0,11631.0,9734.0,9565.0,7707.0
6969014,92.55555555555556,89.08333333333331,96.40277777777777,45.305555555555564,47.83333333333334,1183,6969014,69.0,1,115.84615384615385,23.07692307692308,4.718630207002301,18.04641057474624,20.101066897347074,24.568234505862414,24.1,69.0,3347.0,6530.0,7056.0,7272.0,6039.0
7070001,126.70238095238096,120.59523809523809,93.82142857142857,48.202380952380956,34.17857142857143,1194,7070001,70.0,1,258.9230769230769,42.0,12.564784053156144,18.04641057474624,20.101066897347074,24.568234505862414,22.04615384615385,70.0,4482.0,17715.0,12942.0,12023.0,10624.0
7070005,18.865384615384613,18.23076923076923,96.51923076923076,7.211538461538463,37.78846153846154,1197,7070005,70.0,1,89.76923076923076,12.630424792153113,6.259136212624585,18.04641057474624,20.101066897347074,24.568234505862414,13.546153846153848,70.0,4189.0,2644.0,2220.0,1468.0,1210.0
7171040,150.55952380952382,145.48809523809524,96.0238095238095,67.1547619047619,38.452380952380956,1209,7171040,71.0,1,204.61538461538458,46.153846153846146,19.564784053156146,18.04641057474624,20.101066897347074,24.568234505862414,24.84615384615385,71.0,6388.0,7408.0,13456.0,14926.0,12183.0
7171041,96.07407407407408,92.07407407407408,95.28395061728395,48.60493827160494,47.555555555555564,1210,7171041,71.0,1,194.84615384615384,29.153846153846153,14.334014822386914,18.04641057474624,20.101066897347074,24.568234505862414,24.06923076923077,71.0,10821.0,9002.0,10221.0,10505.0,8458.0
7171054,100.8181818181818,98.64935064935064,97.42857142857143,54.03896103896104,48.012987012987004,1214,7171054,71.0,1,226.0,36.69481438843577,13.397776641962688,18.04641057474624,20.101066897347074,24.039908774642228,25.25384615384615,71.0,13577.0,14870.0,11992.0,9857.0,7371.0
7272010,116.89743589743591,113.76923076923076,97.23076923076924,50.551282051282044,39.807692307692314,1240,7272010,72.0,1,127.92307692307692,36.692307692307686,6.5647840531561465,18.04641057474624,20.101066897347074,24.568234505862414,24.29230769230769,72.0,1.0,4994.0,10218.0,9890.0,8219.0
7272012,117.81578947368419,115.07894736842104,97.89473684210527,50.276315789473685,40.18421052631579,1241,7272012,72.0,1,106.6153846153846,27.923076923076927,4.936238180424226,18.04641057474624,20.101066897347074,24.568234505862414,25.076923076923073,72.0,0.0,4552.0,8870.0,8820.0,7485.0
7324012,169.48611111111111,161.27777777777774,94.875,90.88888888888887,51.65277777777778,1264,7324012,73.0,1,223.6923076923077,56.69230769230769,5.283414260158446,18.04641057474624,20.101066897347074,24.568234505862414,25.1,73.0,14440.0,11597.0,12451.0,12634.0,11143.0
7324014,22.17142857142857,22.0,99.37142857142857,14.428571428571427,64.82857142857142,1265,7324014,73.0,1,67.84615384615384,38.615384615384606,3.8218757986199847,18.184615384615384,21.49230769230769,25.8,18.83846153846154,73.0,2840.0,2229.0,1997.0,1511.0,1109.0
7324035,25.044776119402986,23.98507462686567,95.65671641791045,9.537313432835822,37.044776119402975,1275,7324035,73.0,1,44.75,11.166666666666664,7.892580287929128,18.046410574746247,20.101066897347074,24.568234505862414,19.191666666666666,73.0,2027.0,1953.0,1880.0,1671.0,1401.0
7324043,83.73913043478261,79.73913043478261,94.8695652173913,22.65217391304348,25.65217391304348,1279,7324043,73.0,1,141.25,25.25,2.25,18.046410574746247,20.101066897347078,24.568234505862414,24.5,73.0,2850.0,3037.0,2934.0,3009.0,1993.0
7324044,125.51282051282051,120.46153846153848,95.69230769230771,45.884615384615394,32.115384615384606,1280,7324044,73.0,1,125.30769230769229,45.69230769230769,4.424099156657296,18.04641057474624,20.101066897347074,24.568234505862414,23.62307692307693,73.0,3341.0,2444.0,8796.0,9281.0,8440.0
7324045,98.2957746478873,94.69014084507042,96.3661971830986,50.71830985915493,48.985915492957744,1281,7324045,73.0,1,144.46153846153842,30.384615384615387,5.078967544083824,18.04641057474624,20.101066897347074,24.568234505862414,24.830769230769228,73.0,10585.0,7328.0,7523.0,7046.0,6043.0
7324048,21.70967741935484,20.596774193548384,95.14516129032258,7.419354838709677,33.88709677419355,1282,7324048,73.0,1,38.833333333333336,18.75,9.171096345514954,18.046410574746247,20.101066897347074,24.568234505862414,19.308333333333334,73.0,2222.0,1767.0,1440.0,1452.0,1141.0
7324055,83.1388888888889,78.68055555555556,94.22222222222223,34.65277777777778,40.125,1287,7324055,73.0,1,114.6153846153846,25.07692307692308,2.936238180424227,18.04641057474624,20.101066897347074,24.568234505862414,24.93846153846154,73.0,7428.0,6154.0,6288.0,6142.0,5222.0
7324057,97.7605633802817,94.02816901408451,95.67605633802819,51.38028169014085,50.69014084507042,1289,7324057,73.0,1,130.23076923076923,44.53846153846154,4.129568106312292,18.04641057474624,20.101066897347074,24.568234505862414,24.923076923076927,73.0,8325.0,6455.0,6741.0,7390.0,6084.0
7324070,18.8,18.33333333333333,97.0,7.2,36.46666666666667,1295,7324070,73.0,1,20.75,8.0,9.17109634551495,18.046410574746247,20.101066897347078,24.568234505862414,20.225,73.0,457.0,502.0,285.0,289.0,128.0
7326005,26.359375,24.84375,93.515625,10.6875,41.828125,1302,7326005,73.0,1,53.153846153846146,18.153846153846157,9.171096345514954,18.04641057474624,20.101066897347074,24.568234505862414,19.06153846153846,73.0,3249.0,2247.0,2101.0,1860.0,1491.0
7373080,13.909090909090908,13.363636363636365,96.54545454545456,4.727272727272728,35.77272727272727,1306,7373080,73.0,1,24.777777777777782,8.222222222222221,6.447397563676635,18.046410574746247,20.101066897347078,21.555555555555554,16.755555555555553,73.0,608.0,594.0,503.0,402.0,514.0
7429015,24.53521126760563,21.92957746478873,89.70422535211267,7.788732394366198,32.971830985915496,1312,7429015,74.0,1,66.76923076923077,28.30769230769231,6.245974955277282,18.04641057474624,20.101066897347074,24.568234505862414,18.261538461538464,74.0,3450.0,2527.0,2203.0,1986.0,1718.0
7430010,12.0,9.5,82.375,0.375,2.625,1317,7430010,74.0,1,29.69230769230769,14.615384615384615,9.171096345514954,18.04641057474624,20.101066897347074,22.890949619894165,14.5,74.0,1061.0,932.0,970.0,655.0,509.0
7430015,14.166666666666664,12.666666666666664,90.16666666666669,3.5,23.5,1318,7430015,74.0,1,24.25,5.5,9.17109634551495,18.046410574746247,20.101066897347078,18.0920586264656,12.3,74.0,185.0,226.0,155.0,142.0,174.0
7430016,21.647058823529417,21.137254901960784,97.33333333333331,5.666666666666668,24.96078431372549,1319,7430016,74.0,1,58.444444444444436,20.33333333333333,5.4093761535622,18.046410574746247,20.101066897347078,24.568234505862414,16.61111111111111,74.0,1834.0,1333.0,1517.0,1318.0,1103.0
7474018,11.142857142857142,11.142857142857142,100.0,5.0,46.0,1322,7474018,74.0,1,23.0,13.777777777777779,9.171096345514954,16.444444444444443,17.62222222222222,17.344444444444445,11.18888888888889,74.0,281.0,285.0,238.0,254.0,166.0
7474019,16.428571428571427,16.142857142857142,98.5,5.214285714285714,32.285714285714285,1323,7474019,74.0,1,66.5,21.0,5.085548172757475,18.6,20.575,21.5,18.0,74.0,487.0,390.0,555.0,569.0,496.0
7575014,137.58490566037736,127.73584905660377,91.49056603773585,56.283018867924525,34.547169811320764,1328,7575014,75.0,1,266.22222222222223,57.444444444444436,13.796788482834994,18.046410574746247,20.101066897347078,24.568234505862414,24.68888888888889,75.0,8090.0,7247.0,15814.0,10372.0,8190.0
7575022,77.70967741935483,72.7741935483871,93.58064516129032,22.12903225806452,25.87096774193548,1333,7575022,75.0,1,217.0,30.4,13.8,18.046410574746247,20.101066897347078,24.568234505862414,23.54,75.0,6071.0,5834.0,5934.0,4351.0,2843.0
7575033,97.44444444444444,94.66666666666669,97.22222222222223,34.55555555555556,34.44444444444444,1342,7575033,75.0,1,237.2,37.4,27.6,18.046410574746247,20.101066897347078,25.854587604689932,25.36,75.0,5798.0,6846.0,6823.0,5368.0,4395.0
7575034,92.92307692307692,87.42307692307692,93.57692307692308,35.42307692307692,35.07692307692308,1343,7575034,75.0,1,284.0,51.5,5.585548172757474,18.046410574746247,20.101066897347078,26.6,24.675,75.0,4607.0,3958.0,4012.0,1903.0,1878.0
7575035,67.33333333333333,61.62962962962962,91.25925925925924,23.51851851851852,31.296296296296298,1344,7575035,75.0,1,219.5,73.75,7.939161129568107,18.046410574746247,20.101066897347078,25.775,24.3625,75.0,8836.0,7887.0,2784.0,1594.0,1287.0
7575036,87.7142857142857,81.90476190476191,93.57142857142857,34.61904761904762,39.42857142857143,1345,7575036,75.0,1,211.375,75.75,8.210548172757477,18.046410574746247,20.101066897347078,26.1,23.5625,75.0,8249.0,8029.0,2597.0,1707.0,1216.0
7599116,21.263157894736842,16.473684210526315,79.07894736842105,2.2105263157894743,12.578947368421053,1346,7599116,75.0,1,13.0,13.0,9.17109634551495,18.046410574746247,20.101066897347078,24.568234505862414,9.9,75.0,0.0,0.0,0.0,7.0,95.0
7832003,38.18840579710145,35.79710144927536,93.92753623188406,12.18840579710145,31.956521739130434,1347,7832003,78.0,1,155.84615384615384,51.0,7.103245591617684,18.04641057474624,20.101066897347074,24.016470042520137,20.323076923076922,78.0,7837.0,6522.0,6349.0,6562.0,5260.0
7876003,33.869565217391305,32.43478260869565,96.15942028985508,13.014492753623188,37.79710144927536,1352,7876003,78.0,1,125.76923076923076,26.84615384615385,5.5405060056222855,18.04641057474624,20.101066897347074,22.436018038912497,19.02307692307692,78.0,5486.0,5289.0,3738.0,3634.0,2962.0
7965009,150.4268292682927,146.31707317073167,96.82926829268291,65.2560975609756,39.09756097560975,1360,7965009,79.0,1,215.38461538461542,57.69481438843578,10.0,18.04641057474624,20.101066897347074,24.568234505862414,25.43076923076924,79.0,13079.0,6052.0,17403.0,14847.0,11703.0
7965033,42.0,40.26984126984127,95.93650793650794,15.555555555555555,38.333333333333336,1372,7965033,79.0,1,62.153846153846146,15.156352849974233,6.142729363659598,18.04641057474624,20.101066897347074,24.568234505862414,22.7,79.0,3720.0,3225.0,3076.0,3036.0,2453.0
7965039,122.86301369863014,121.75342465753424,99.04109589041096,92.45205479452056,73.41095890410959,1374,7965039,79.0,1,194.84615384615384,39.230769230769226,5.129568106312292,18.04641057474624,20.101066897347074,24.568234505862414,26.13076923076923,79.0,8852.0,12145.0,13382.0,13300.0,9277.0
7966004,36.91428571428571,35.457142857142856,96.17142857142859,7.685714285714287,20.88571428571429,1376,7966004,79.0,1,82.0,21.0046552928093,4.024442335073564,18.046410574746247,20.101066897347078,23.385714285714283,23.242857142857147,79.0,2273.0,1692.0,1495.0,1420.0,1014.0
7979044,22.615384615384613,22.461538461538463,99.42307692307692,10.192307692307693,45.92307692307693,1383,7979044,79.0,1,81.83333333333333,16.666666666666668,6.447397563676634,18.046410574746247,20.101066897347078,24.568234505862414,19.58333333333333,79.0,1578.0,1451.0,1928.0,1665.0,1564.0
7999081,16.133333333333333,13.7,85.93333333333334,3.2333333333333334,18.366666666666667,1386,7999081,79.0,1,28.5,12.0,5.585548172757474,18.046410574746247,20.101066897347078,12.5,20.25,79.0,13.0,52.0,177.0,457.0,446.0
8181013,38.88732394366197,36.901408450704224,95.35211267605635,11.873239436619716,30.253521126760567,1389,8181013,81.0,1,81.53846153846153,32.53846153846154,6.656912854587276,18.04641057474624,20.101066897347074,24.568234505862414,18.99230769230769,81.0,4614.0,3562.0,3353.0,2963.0,2404.0
8280002,72.24324324324324,67.67567567567568,92.62162162162164,27.594594594594593,34.945945945945944,1393,8280002,82.0,1,116.0,22.66666666666667,11.0,18.046410574746247,20.584222414455898,24.568234505862414,23.466666666666665,82.0,2827.0,2559.0,2642.0,2602.0,2507.0
8282039,53.911764705882355,49.79411764705882,91.32352941176471,28.823529411764714,52.0,1398,8282039,82.0,1,148.71428571428572,32.29968016414217,4.167299477930706,18.046410574746247,20.101066897347078,22.314285714285717,20.542857142857144,82.0,3402.0,3252.0,2664.0,2584.0,2358.0
8288006,32.231884057971016,27.7536231884058,87.2463768115942,9.55072463768116,31.956521739130434,1400,8288006,82.0,1,99.15384615384615,21.62039800764078,5.6923076923076925,18.04641057474624,20.101066897347074,24.568234505862414,21.50769230769231,82.0,5003.0,5068.0,4389.0,3982.0,3174.0
8288024,104.2738095238095,94.41666666666669,89.85714285714286,37.476190476190474,31.66666666666667,1410,8288024,82.0,1,127.46153846153848,22.461538461538463,3.692307692307693,18.04641057474624,20.101066897347074,24.568234505862414,22.253846153846155,82.0,0.0,0.0,6968.0,12427.0,9803.0
8321004,80.26666666666667,76.09333333333333,93.93333333333334,40.586666666666666,47.10666666666667,1416,8321004,83.0,1,89.30769230769229,20.017546872896574,6.48786097623307,18.04641057474624,20.101066897347074,24.568234505862414,23.646153846153847,83.0,0.0,5732.0,5943.0,5855.0,5529.0
8383035,163.97560975609755,158.15853658536585,95.5,79.58536585365853,43.085365853658544,1418,8383035,83.0,1,183.3076923076923,19.632931488281194,12.55162279580884,18.04641057474624,20.101066897347074,24.568234505862414,24.038461538461537,83.0,5.0,12895.0,12790.0,13482.0,11808.0
8383044,17.8,16.2,91.4,5.8,32.0,1427,8383044,83.0,1,36.0,17.0,9.17109634551495,18.046410574746247,20.101066897347078,19.3,17.6,83.0,115.0,106.0,81.0,78.0,97.0
8389002,34.682539682539684,33.58730158730159,96.6825396825397,15.079365079365079,44.36507936507937,1428,8389002,83.0,1,65.92307692307692,13.091963253691572,5.3734985944288285,18.04641057474624,20.101066897347074,24.71402654297109,19.80769230769231,83.0,2973.0,2728.0,2822.0,2744.0,2499.0
8389010,22.490909090909085,21.21818181818182,94.87272727272727,7.872727272727272,36.92727272727272,1432,8389010,83.0,1,43.36363636363637,12.838919031605053,5.638779824826338,18.046410574746247,20.101066897347074,24.21657682351129,16.42727272727273,83.0,1235.0,1376.0,1426.0,1386.0,1256.0
8484012,15.764705882352944,14.411764705882351,92.14705882352942,5.941176470588236,39.352941176470594,1447,8484012,84.0,1,60.769230769230774,18.923076923076927,7.914004600051113,18.04641057474624,20.101066897347074,24.568234505862414,13.084615384615386,84.0,1740.0,1588.0,1483.0,1186.0,987.0
8585018,37.614285714285714,36.58571428571429,97.02857142857141,12.82857142857143,33.457142857142856,1459,8585018,85.0,1,65.76923076923077,25.69230769230769,6.015205724508051,18.04641057474624,20.101066897347074,24.568234505862414,19.83846153846154,85.0,2888.0,2807.0,2924.0,2969.0,2412.0
8585026,24.285714285714285,22.92857142857143,93.95714285714287,7.171428571428572,28.65714285714286,1462,8585026,85.0,1,52.384615384615394,20.615384615384613,7.285458727319193,18.04641057474624,20.101066897347074,24.568234505862414,21.623076923076926,85.0,2921.0,2717.0,2239.0,2439.0,1869.0
9156002,21.07246376811594,20.608695652173914,97.79710144927536,8.043478260869565,38.130434782608695,1476,9156002,91.0,1,68.15384615384616,26.771737465358854,6.733835931510352,18.04641057474624,20.101066897347074,23.615384615384613,15.684615384615386,91.0,2476.0,2168.0,1981.0,1957.0,1388.0
9156007,24.253731343283587,22.746268656716413,93.05970149253731,11.74626865671642,46.82089552238807,1479,9156007,91.0,1,80.23076923076924,29.005013392256163,6.874520828009201,18.04641057474624,20.101066897347074,24.568234505862414,17.000000000000004,91.0,4021.0,3072.0,3008.0,2736.0,1575.0
9156008,68.91666666666667,65.75,95.04166666666669,24.16666666666667,33.041666666666664,1480,9156008,91.0,1,111.25,30.625,4.439161129568107,18.046410574746247,20.101066897347078,24.568234505862414,21.45,91.0,4082.0,3405.0,3296.0,3421.0,2449.0
9191023,44.97183098591549,43.78873239436621,97.2112676056338,18.056338028169016,39.816901408450704,1488,9191023,91.0,1,72.53846153846153,15.466551853794625,7.195374393048812,18.04641057474624,20.101066897347074,24.568234505862414,20.207692307692305,91.0,3523.0,3408.0,3327.0,3125.0,2548.0
9191024,59.33333333333334,58.0,98.0,32.5,53.04166666666666,1489,9191024,91.0,1,105.2,68.0,2.6,18.046410574746247,20.101066897347078,25.24,22.200000000000006,91.0,2055.0,1411.0,1411.0,1344.0,1063.0
9292007,18.63636363636364,13.212121212121213,68.87878787878788,1.2121212121212122,7.666666666666668,1490,9292007,92.0,1,108.66666666666669,12.799502477554492,7.4664082687338515,10.411111111111113,13.577777777777774,13.244444444444444,11.255555555555556,92.0,1076.0,1141.0,1109.0,1274.0,1107.0
9292013,15.714285714285715,13.0,82.85714285714286,0.8571428571428571,6.428571428571429,1496,9292013,92.0,1,66.5,15.032587049665075,5.835548172757474,18.046410574746247,20.101066897347078,24.568234505862414,12.2,92.0,0.0,755.0,717.0,529.0,847.0
9339006,24.30769230769231,22.23076923076923,91.23076923076924,10.153846153846152,41.46153846153846,1507,9339006,93.0,1,33.333333333333336,8.010862349888358,6.447397563676634,18.046410574746247,20.101066897347078,24.568234505862414,19.166666666666668,93.0,229.0,251.0,339.0,151.0,129.0
9343092,15.947368421052632,15.68421052631579,98.0,11.157894736842103,69.05263157894737,1511,9343092,93.0,1,79.46153846153847,37.23327592689731,6.41298236647074,19.500000000000004,20.884615384615387,21.684615384615388,14.107692307692306,93.0,2544.0,1796.0,1441.0,832.0,718.0
9346017,12.875,12.875,100.0,11.125,86.25,1514,9346017,93.0,1,7.9230769230769225,11.173899722870818,9.171096345514954,18.04641057474624,20.101066897347074,24.568234505862414,14.076923076923075,93.0,258.0,271.0,141.0,118.0,77.0
9357012,10.0,10.0,100.0,7.5,75.0,1520,9357012,93.0,1,6.9230769230769225,7.85868732679426,9.171096345514954,18.04641057474624,20.101066897347074,24.568234505862414,16.092307692307696,93.0,301.0,337.0,168.0,130.0,74.0
9361060,19.75,19.384615384615387,98.59615384615385,12.115384615384615,61.53846153846154,1523,9361060,93.0,1,96.76923076923076,44.69230769230769,6.399821109123436,19.96923076923077,21.553846153846155,25.03076923076923,17.153846153846153,93.0,4339.0,2829.0,2502.0,2038.0,1641.0
9368001,12.0,12.0,100.0,9.0,75.0,1524,9368001,93.0,1,5.461538461538462,7.086949861435407,9.171096345514954,18.04641057474624,20.101066897347074,24.568234505862414,16.638461538461538,93.0,234.0,223.0,189.0,160.0,44.0
9393002,22.618181818181814,21.145454545454548,92.63636363636364,10.072727272727274,42.45454545454545,1537,9393002,93.0,1,112.84615384615385,50.848660542281934,6.887682085356506,19.11538461538462,21.138461538461534,23.407692307692308,16.23076923076923,93.0,3721.0,3366.0,3614.0,2509.0,1886.0
9393004,10.875,10.875,100.0,9.5,86.625,1539,9393004,93.0,1,5.6923076923076925,10.248316103665813,9.171096345514954,18.04641057474624,20.101066897347074,24.568234505862414,14.93846153846154,93.0,36.0,269.0,239.0,116.0,55.0
9393005,23.90697674418605,23.6046511627907,98.27906976744184,13.255813953488374,51.44186046511628,1540,9393005,93.0,1,125.8181818181818,57.915015827211825,5.714134702506796,18.046410574746247,20.101066897347074,24.981818181818184,17.3,93.0,3710.0,3749.0,2439.0,2219.0,1840.0
9393006,10.0,10.0,100.0,9.0,90.0,1541,9393006,93.0,1,47.27272727272727,27.457507913605923,6.942615524010876,17.91818181818182,20.2,18.318181818181817,10.763636363636362,93.0,959.0,749.0,305.0,193.0,98.0
